"Whatsapp_Date" "Message"
"14/05/18 14.54" "peringatan dini cuaca luwu raya tgl 14 mei 2018 pkl. 14:15 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 14:45 wita di wilayah luwu timur dan dapat meluas ke wilayah sukamaju, rampi, limbong, rantepao dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 16:45 wita. prakirawan - bmkg masamba"
"14/05/18 15.35" "update peringatan dini cuaca luwu raya tgl 14 mei 2018 pkl. 15:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 16:00 wita di wilayah luwu timur, baebunta, sabbang, masamba dan dapat meluas ke wilayah  limbong dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 18:00 wita. prakirawan - bmkg masamba"
"14/05/18 17.32" "update peringatan dini cuaca luwu raya tgl 14 mei 2018 pkl. 17:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 18:00 wita di wilayah masamba bagian utara, rantepao, limbong dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 20:00 wita. prakirawan - bmkg masamba"
"15/05/18 20.04" "peringatan dini cuaca luwu raya tgl 15 mei 2018 pkl. 19:40 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 20:10 wita di wilayah masamba bagian utara, luwu timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 22:10 wita. prakirawan - bmkg masamba"
"15/05/18 21.57" "update peringatan dini cuaca luwu raya tgl 15 mei 2018 pkl. 21:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 22:00 wita di wilayah masamba bagian utara, luwu timur, malangke barat, telluwanua dan dapat meluas ke wilayah masamba, baebunta, malangke, walenrang, lamasi dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 01:00 wita. prakirawan - bmkg masamba"
"16/05/18 00.50" "*peringatan dini cuaca sulawesi selatan tgl 15 mei 2018*. berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang pada pkl. 00.50 di wilayah kota/kab maros, makassar, pangkep, gowa, bantaeng. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 02.50 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"16/05/18 00.50" "update peringatan dini cuaca luwu raya tgl 16 mei 2018 pkl. 00:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 01:00 wita di wilayah limbong, walenrang, lamasi, luwu timur bag barat dan dapat meluas ke wilayah rantepao, palopo, kab luwu bag selatan dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 04:00 wita. prakirawan - bmkg masamba"
"16/05/18 02.34" "*update peringatan dini cuaca sulawesi selatan tgl 15 mei 2018*. masih berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang pada pkl. 02.50 di wilayah kota/kab makassar, maros, takalar, gowa, jeneponto. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 04.50 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"16/05/18 03.37" "update peringatan dini cuaca luwu raya tgl 16 mei 2018 pkl. 03:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 04:00 wita di wilayah kab luwu bag selatan dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 07:00 wita. prakirawan - bmkg masamba"
"16/05/18 14.48" "peringatan dini cuaca luwu raya tgl 16 mei 2018 pkl. 14:30 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 15:00 wita di wilayah luwu utara bagian timur laut, mapideceng dan sekitarnya, dan dapat meluas ke wilayah masamba, baebunta, sukamaju, bone-bone dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 17:00 wita. prakirawan - bmkg masamba"
"16/05/18 16.39" "update peringatan dini cuaca luwu raya tgl 16 mei 2018 pkl. 16:30 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 17:00 wita di wilayah limbong dan sekitarnya, dan dapat meluas ke wilayah sabbang, luwu timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 19:00 wita. prakirawan - bmkg masamba"
"17/05/18 14.00" "update peringatan dini cuaca luwu raya tgl 17 mei 2018 pkl. 13:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 14:00 wita di wilayah masamba, mappideceng, baebunta dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 15:00 wita. prakirawan - bmkg masamba"
"17/05/18 14.06" "*peringatan dini cuaca sulawesi selatan tgl 17 mei 2018 pkl 13.50 wita*. berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang pada pkl. 14.20 di wilayah kab bantaeng, gowa *dan dapat meluas* ke wilayah jeneponto, bulukumba, sinjai, takalar, watampone, pangkajene. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 16.30 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"17/05/18 16.48" "*update peringatan dini cuaca sulawesi selatan tgl 17 mei 2018 pkl 16.40 wita*. masih berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang di wilayah kab pangkajene, maros, bantaeng, sinjai *dan dapat meluas* ke wilayah makassar, watampone. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 18.00 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"17/05/18 19.10" "*update peringatan dini cuaca sulawesi selatan tgl 17 mei 2018 pkl 19.00 wita*. masih berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang di wilayah kab sinjai, watampone. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 21.00 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"17/05/18 20.39" "peringatan dini cuaca luwu raya tgl 17 mei 2018 pkl. 20:30 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 21:00 wita di wilayah malangke, luwu timur bag barat dan dapat meluas ke wilayah tanalili, bone-bone, sukamaju, masamba, sabbang, baebunta dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 00:00 wita. prakirawan - bmkg masamba"
"17/05/18 23.36" "update peringatan dini cuaca luwu raya tgl 17 mei 2018 pkl. 23:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 00:00 wita di wilayah malangke dan sekitarnya dan dapat meluas ke wilayah pesisir burau, tana lili, bone-bone, lamasi dan sekitarnya kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 03:00 wita. prakirawan - bmkg masamba"
"18/05/18 20.24" "*peringatan dini cuaca sulawesi selatan tgl 18 mei 2018 pkl 20.20 wita*. berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang pada pkl. 20.50 di wilayah kab wajo, bone. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 23.00 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"18/05/18 23.12" "*update peringatan dini cuaca sulawesi selatan tgl 18 mei 2018 pkl 23.10 wita*. masih berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang di wilayah kab bone. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 01.30 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"19/05/18 01.37" "*update peringatan dini cuaca sulawesi selatan tgl 19 mei 2018 pkl 01.30 wita*. masih berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang di wilayah kab bone, sinjai *dan dapat meluas* ke wilayah bulukumba, watansoppeng. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 04.30 wita. *prakirawan - bmkg makassar* http://bmkg.go.id"
"19/05/18 20.53" "update peringatan dini cuaca luwu raya tgl 19 mei 2018 pkl. 20:35 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 21:05 wita di wilayah tanalili, bone-bone, sukamaju, masamba bag utara, mappedeceng, luwu timur bag barat dan dapat meluas ke wilayah masamba, baebunta, malangke barat, kab luwu bag utara dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 00:05 wita. prakirawan - bmkg masamba"
"19/05/18 23.42" "update peringatan dini cuaca luwu raya tgl 19 mei 2018 pkl. 23:35 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 00:05 wita di wilayah malangke barat, sabbang, kab luwu bag utara dan dapat meluas ke wilayah malangke, palopo dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 03:05 wita. prakirawan - bmkg masamba"
"20/05/18 05.15" "*peringatan dini cuaca sulawesi selatan tgl 20 mei 2018 pkl 04.50 wita*. berpotensi terjadi *hujan lebat* disertai *kilat/petir* dan *angin kencang* pada pkl. 05.20 wita di wilayah kota/kab bone, sinjai, bulukumba, gowa, soppeng, sidrap, wajo, *dan dapat meluas* ke wilayah kota/kab. pinrang, enrekang, jeneponto. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 08.20 wita. prakirawan - bmkg makassar http://bmkg.go.id"
"20/05/18 05.37" "update peringatan dini cuaca luwu raya tgl 20 mei 2018 pkl. 05:35 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 06:05 wita di wilayah kab luwu timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 08:05 wita. prakirawan - bmkg masamba"
"20/05/18 08.00" "update peringatan dini cuaca luwu raya tgl 20 mei 2018 pkl. 07:35 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 08:05 wita di wilayah kab luwu timur (wotu, burau), kab luwu (bua, walenrang, lamasi, telluwanua), sukamaju, malangke, malangke barat, mappedeceng, masamba dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 10:05 wita. prakirawan - bmkg masamba"
"21/05/18 04.09" "*peringatan dini cuaca sulawesi selatan tgl 20 mei 2018 pkl 03.40 wita*. berpotensi terjadi  *hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang* pada pkl. 04.10 di wilayah kab bone, sinjai, dan bulukumba, *dapat meluas* ke wilayah pangkep, maros, gowa, dan selayar. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 06.00 wita. prakirawan - bmkg makassar http://bmkg.go.id"
"21/05/18 05.58" "*update peringatan dini cuaca sulawesi selatan tgl 21 mei 2018*. masih berpotensi terjadi  *hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang* pada pkl. 06.00 di wilayah kab wajo, *dapat meluas* ke wilayah bone. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 07.30 wita. prakirawan - bmkg makassar http://bmkg.go.id"
"21/05/18 09.46" "*peringatan dini cuaca sulawesi selatan tgl 21 mei 2018 pkl 09.30 wita*. berpotensi terjadi  *hujan intensitas sedang – lebat disertai kilat/petir dan angin kencang* di wilayah kab. bone, soppeng, *dapat meluas* ke wilayah kab. wajo, sinjai, bulukumba, dan bantaeng. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 11.30 wita. prakirawan - bmkg makassar http://bmkg.go.id"
"22/05/18 22.15" "peringatan dini cuaca luwu raya tgl 22 mei 2018 pkl. 21:40 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 22:10 wita di wilayah malangke barat, lamasi, walenrang sekitarnya dan dapat meluas ke wilayah malangke, masamba, baebunta dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 00:10 wita. prakirawan - bmkg masamba"
"23/05/18 20.59" "*peringatan dini cuaca sulawesi selatan tgl 23 mei 2018 pkl. 21.40 wita*.  berpotensi terjadi hujan intensitas sedang – lebat disertai kilat/petir pada pkl. 22.10 di wilayah kota/kab. *bone* (barebbo, bengo, bontocani , cina, kahu, lamuru, lappariaja, libureng, palakka, patimpeng, ponre, salomekko, tanette riatang, tellulimpoe, ulaweng), *barru* (pujananting), *maros* (camba, cenrana, mallawa) *dan dapat meluas* ke wilayah kota/kab. *pangkep* (tondong tallasa), *soppeng* (citta, marioriwawo), *bone* (salomekko). kondisi ini diperkirakan masih dapat berlangsung hingga tgl. 24 mei 2018 pkl. 00.10 wita *prakirawan - bmkg makassar* http://bmkg.go.id"
"24/05/18 15.19" "peringatan dini cuaca luwu raya tgl 24 mei 2018 pkl. 15:00 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 15:30 wita di wilayah luwu timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 17:30 wita. prakirawan - bmkg masamba"
"24/05/18 16.06" "update peringatan dini cuaca luwu raya tgl 24 mei 2018 pkl. 15:50 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 16:20 wita di wilayah masamba, baebunta, luwu timur dan sekitarnya dan dapat meluas ke wilayah mapideceng, sabbang dan sekitarnya kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 18:20 wita. prakirawan - bmkg masamba"
"24/05/18 18.04" "update peringatan dini cuaca luwu raya tgl 24 mei 2018 pkl. 17:50 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 18:20 wita di wilayah limbong dan sekitarnya dan dapat meluas ke wilayah  sabbang dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 20:20 wita. prakirawan - bmkg masamba"
"25/05/18 16.11" "peringatan dini cuaca luwu raya tgl 25 mei 2018 pkl. 15:50 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 16:20 wita di wilayah baebunta, sabbang dan sekitarnya dan dapat meluas ke wilayah masamba, mappideceng dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 18:00 wita. prakirawan - bmkg masamba"
"25/05/18 17.42" "update peringatan dini cuaca luwu raya tgl 25 mei 2018 pkl. 17:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 18:00 wita di wilayah sabbang dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 20:00 wita. prakirawan - bmkg masamba"
"25/05/18 19.24" "update peringatan dini cuaca luwu raya tgl 25 mei 2018 pkl. 19:00 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 19:30 wita di wilayah masamba, baebunta, sukamaju, mappideceng dan sekitarnya dan dapat meluas ke wilayahbone-bone, luwu utara bagian selatan, luwu timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 21:30 wita. prakirawan - bmkg masamba"
"25/05/18 23.19" "update peringatan dini cuaca luwu raya tgl 25 mei 2018 pkl. 23:00 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 23:30 wita di wilayah malangke, lamasi, walenrang dan sekitarnya dan dapat meluas ke wilayah sabbang, talluwanua, bara, wara dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 02:30 wita. prakirawan - bmkg masamba"
"26/05/18 12.27" "peringatan dini cuaca luwu raya tgl 26 mei 2018 pkl. 12:15 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 12:45 wita di wilayah kab luwu, kota palopo, rantepao, sukamaju dan dapat meluas ke wilayah mappedeceng, masamba, baebunta, sabbang, bone-bone, luwu timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 15:45 wita. prakirawan - bmkg masamba"
"26/05/18 21.33" "peringatan dini cuaca luwu raya tgl 26 mei 2018 pkl. 21:10 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 21:40 wita di wilayah luwu timur bagian barat (wotu burau), palopo bagian utara, malangke barat, walenrang dan sekitarnya dan dapat meluas ke wilayah tanalili, bone-bone, malangke dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 00:40 wita. prakirawan - bmkg masamba"
"27/05/18 15.24" "peringatan dini cuaca luwu raya tgl 27 mei 2018 pkl. 15:10 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 15:40 wita di wilayah luwu timur bagian timur dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 17:40 wita. prakirawan - bmkg masamba"
"27/05/18 17.14" "update peringatan dini cuaca luwu raya tgl 27 mei 2018 pkl. 17:10 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 17:40 wita di wilayah limbong, sabbang, baebunta, luwu timur dan sekitarnya dan dapat meluas ke wilayah masamba, masamba bagian utara dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 19:40 wita. prakirawan - bmkg masamba"
"27/05/18 20.30" "peringatan dini cuaca luwu raya tgl 27 mei 2018 pkl. 20:00 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 20:30 wita di wilayah limbong, sabbang, baebunta, masamba, malangke, kab luwu timur, kab luwu bag utara dan dapat meluas ke wilayah kota palopo, malangke barat, kab luwu bag selatan, sukamaju, bone-bone, tanalili dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 23:30 wita. prakirawan - bmkg masamba"
"27/05/18 23.11" "update peringatan dini cuaca luwu raya tgl 27 mei 2018 pkl. 23:00 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 23:30 wita di wilayah limbong, kab luwu bag selatan, luwu timur (angkona, malili) dan dapat meluas ke wilayah seko, luwu timur (wotu) dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 02:30 wita. prakirawan - bmkg masamba"
"28/05/18 06.36" "update peringatan dini cuaca luwu raya tgl 28 mei 2018 pkl. 06:30 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 07:00 wita di wilayah luwu timur, rantepao, limbong dan dapat meluas ke wilayah seko dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 09:00 wita. prakirawan - bmkg masamba"
"29/05/18 05.42" "update peringatan dini cuaca luwu raya tgl 29 mei 2018 pkl. 05:40 wita. masih berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 06:20 wita di wilayah malangke, malangke barat, wallenrang, telluwanua, wara, wara barat dan dapat meluas ke wilayah masamba, baebunta, sukamaju, tana lili, burau dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 08:20 wita. prakirawan - bmkg masamba"
"31/05/18 22.24" "peringatan dini cuaca luwu raya tgl 31 mei 2018 pkl. 22:20 wita. berpotensi terjadi hujan sedang-lebat disertai kilat/petir dan angin kencang pada pkl. 22:50 wita di wilayah luwu timur bag barat, tanalili, bone-bone dan dapat meluas ke wilayah sukamaju, malangke, mappedeceng, masamba, baebunta dan sekitarnya. kondisi ini diperkirakan masih dapat berlangsung hingga pkl. 01:50 wita. prakirawan - bmkg masamba"
